SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
Thavoneauta2,cc:29:bd:69:7d:ce,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:30:36.118,2024-11-07 03:37:36.671,Infrastructure,Unknown,46,-77,Thavoneauta2,cc:29:bd:69:7d:ce,-74,2437,102.61755356466496,17.923141830890952
WASECO_3A,fc:d2:b6:18:f7:d1,IEEE Registration Authority,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:30:36.118,2024-11-07 03:32:20.577,Infrastructure,Unknown,67,-70,WASECO_3A,fc:d2:b6:18:f7:d1,-75,2427,102.61734513335618,17.92365061792144
SV-5G,5c:64:7a:c0:d9:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:48.049,2024-11-07 03:37:31.877,Infrastructure,Unknown,22,-87,SV-5G,5c:64:7a:c0:d9:bc,-79,5180,102.61775454755112,17.922659978509934
Noy-5G,30:c5:0f:03:73:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,OWE,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:48.049,2024-11-07 03:32:30.506,Infrastructure,Unknown,67,-70,Noy-5G,30:c5:0f:03:73:dc,-75,5180,102.61776331287176,17.922853259558917
Noy,30:c5:0f:03:73:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,OWE,CCMP,802.11ax,10,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:48.049,2024-11-07 03:32:30.506,Infrastructure,Unknown,81,-62,Noy,30:c5:0f:03:73:d8,-88,2457,102.61775454755112,17.922659978509934
Pocky,dc:21:e2:98:bf:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:32:40.778,Infrastructure,Unknown,40,-79,Pocky,dc:21:e2:98:bf:d0,-91,2442,102.61818506449532,17.921841813299185
P.K.S KHOUM 4,14:46:58:e6:c5:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:32:40.778,Infrastructure,Unknown,20,-88,P.K.S KHOUM 4,14:46:58:e6:c5:b4,-82,5180,102.61793979765272,17.922194276489105
Danlao shop 5G,5c:64:7a:76:ff:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:37:27.525,Infrastructure,Unknown,57,-74,Danlao shop 5G,5c:64:7a:76:ff:e0,-83,5180,102.6181132858077,17.9217602444768
15FIFTEEN-5G,5c:64:7a:c0:8d:3c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:32:52.643,Infrastructure,Unknown,62,-72,15FIFTEEN-5G,5c:64:7a:c0:8d:3c,-71,5745,102.6186145471152,17.92080553512615
Unitelwifi,b4:04:21:87:68:a8,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:30:56.976,2024-11-07 03:37:27.525,Infrastructure,Unknown,80,-64,Unitelwifi,b4:04:21:87:68:a8,-76,2427,102.6181132858077,17.9217602444768
akenetwork,30:c5:0f:ab:f8:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,2,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:32:40.778,Infrastructure,Unknown,82,-61,akenetwork,30:c5:0f:ab:f8:44,-79,2417,102.61776331287176,17.922853259558917
P.K.S. KHOUM 4,14:46:58:e6:c5:b0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:37:31.877,Infrastructure,Unknown,43,-78,P.K.S. KHOUM 4,14:46:58:e6:c5:b0,-86,2442,102.61793979765272,17.922194276489105
Phoxay,6c:14:6e:70:c4:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:32:40.778,Infrastructure,Unknown,31,-83,Phoxay,6c:14:6e:70:c4:b4,-72,5745,102.6181132858077,17.9217602444768
Saysamone,64:2c:ac:d3:9c:bd,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:37:27.525,Infrastructure,Unknown,29,-84,Saysamone,64:2c:ac:d3:9c:bd,-87,5180,102.6181132858077,17.9217602444768
akenetwork 5G,30:c5:0f:ab:f8:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:37:27.525,Infrastructure,Unknown,62,-72,akenetwork 5G,30:c5:0f:ab:f8:48,-77,5180,102.6181132858077,17.9217602444768
EW2019,9c:52:f8:81:a4:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:32:40.778,Infrastructure,Unknown,90,-46,EW2019,9c:52:f8:81:a4:b4,-73,2422,102.6181132858077,17.9217602444768
Lady1891,b0:08:75:f9:57:ec,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:37:31.877,Infrastructure,Unknown,50,-76,Lady1891,b0:08:75:f9:57:ec,-88,2452,102.61793979765272,17.922194276489105
Lady1891,b0:08:75:f9:57:f0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:37:27.525,Infrastructure,Unknown,50,-76,Lady1891,b0:08:75:f9:57:f0,-74,5745,102.61793979765272,17.922194276489105
Danlao shop 2.4G,5c:64:7a:76:ff:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:56.976,2024-11-07 03:37:27.525,Infrastructure,Unknown,53,-75,Danlao shop 2.4G,5c:64:7a:76:ff:dc,-88,2462,102.61793979765272,17.922194276489105
KeoMa142,f0:9b:b8:da:b7:c0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:08.146,2024-11-07 03:37:14.357,Infrastructure,Unknown,80,-64,KeoMa142,f0:9b:b8:da:b7:c0,-79,5745,102.61844112209512,17.920963450273437
SongSong,50:1d:93:12:65:c4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:08.146,2024-11-07 03:37:27.525,Infrastructure,Unknown,72,-68,SongSong,50:1d:93:12:65:c4,-67,2462,102.61844112209512,17.920963450273437
Tuy,9c:65:ee:3f:8b:37,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:08.146,2024-11-07 03:32:52.643,Infrastructure,Unknown,80,-64,Tuy,9c:65:ee:3f:8b:37,-78,2437,102.61827829159108,17.921360039424933
Home internet,e0:a1:ce:df:ac:96,zte corporation,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:08.146,2024-11-07 03:37:14.357,Infrastructure,Unknown,72,-68,Home internet,e0:a1:ce:df:ac:96,-73,2432,102.61844112209512,17.920963450273437
Home internet,e0:a1:ce:df:ac:98,zte corporation,0,WPA2-Personal,CCMP,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:08.146,2024-11-07 03:37:14.357,Infrastructure,Unknown,67,-70,Home internet,e0:a1:ce:df:ac:98,-68,5500,102.61844112209512,17.920963450273437
phou,3c:15:fb:a5:d0:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:31:08.146,2024-11-07 03:32:52.643,Infrastructure,Unknown,90,-47,phou,3c:15:fb:a5:d0:b4,-66,2432,102.61844112209512,17.920963450273437
15FIFTEEN,5c:64:7a:c0:8d:38,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:08.146,2024-11-07 03:37:14.357,Infrastructure,Unknown,80,-65,15FIFTEEN,5c:64:7a:c0:8d:38,-81,2412,102.61844112209512,17.920963450273437
J KAI MOUK,30:c5:0f:03:7a:08,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,9,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:08.146,2024-11-07 03:32:52.643,Infrastructure,Unknown,22,-87,J KAI MOUK,30:c5:0f:03:7a:08,-78,2452,102.6184001181978,17.92132533957143
TuLy,cc:29:bd:68:51:4a,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:08.146,2024-11-07 03:37:14.357,Infrastructure,Unknown,43,-78,TuLy,cc:29:bd:68:51:4a,-81,2452,102.61844112209512,17.920963450273437
phosi wifi,e4:a8:b6:bd:b7:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:31:08.146,2024-11-07 03:37:27.525,Infrastructure,Unknown,53,-75,phosi wifi,e4:a8:b6:bd:b7:b4,-86,2417,102.61797635798796,17.922357244621093
salmon18,e0:67:b3:bf:70:9f,"Shenzhen C-Data Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:31:08.146,2024-11-07 03:32:52.643,Infrastructure,Unknown,26,-85,salmon18,e0:67:b3:bf:70:9f,-84,2412,102.6184001181978,17.92132533957143
Nee,b8:d6:f6:99:c3:20,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:08.146,2024-11-07 03:37:14.357,Infrastructure,Unknown,72,-68,Nee,b8:d6:f6:99:c3:20,-78,2462,102.6188239623777,17.92028470824945
Nee,b8:d6:f6:99:c3:24,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:08.146,2024-11-07 03:37:14.357,Infrastructure,Unknown,46,-77,Nee,b8:d6:f6:99:c3:24,-71,5745,102.6188239623777,17.92028470824945
CP PORK SHOP@suanmon,30:0d:9e:fa:05:96,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:37:11.245,Infrastructure,Unknown,40,-79,CP PORK SHOP@suanmon,30:0d:9e:fa:05:96,-84,5200,102.61876933951974,17.920186641932933
CP PORK SHOP@suanmon,32:0d:9e:8a:05:96,Unknown,0,WPA2-Personal,CCMP,802.11ac,3,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,80,-65,CP PORK SHOP@suanmon,32:0d:9e:8a:05:96,-87,2422,102.6188239623777,17.92028470824945
TP-Link_8222,70:4f:57:94:82:22,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:31:18.201,2024-11-07 03:37:11.245,Infrastructure,Unknown,50,-76,TP-Link_8222,70:4f:57:94:82:22,-85,2432,102.61876933951974,17.920186641932933
DaikinAP91835,e8:4f:25:cc:f1:39,"Murata Manufacturing Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:31:18.201,2024-11-07 03:37:11.245,Infrastructure,Unknown,50,-76,DaikinAP91835,e8:4f:25:cc:f1:39,-86,2462,102.61876933951974,17.920186641932933
MOOYOR2024,80:af:ca:21:27:60,"Shenzhen Cudy Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:18.201,2024-11-07 03:37:06.411,Infrastructure,Unknown,43,-78,MOOYOR2024,80:af:ca:21:27:60,-92,2462,102.61902612008878,17.919775038441006
MSTONE,12:9f:4f:c2:0c:69,Unknown,0,OWE,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,20,-88,MSTONE,12:9f:4f:c2:0c:69,-80,5180,102.61793979765272,17.922194276489105
Bank,78:a3:51:2e:21:b0,"SHENZHEN ZHIBOTONG ELECTRONICS CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:18.201,2024-11-07 03:37:11.245,Infrastructure,Unknown,62,-72,Bank,78:a3:51:2e:21:b0,-68,2417,102.61893142243288,17.91980986784222
Hona Furniture,d4:35:38:e3:5c:e4,"Beijing Xiaomi Mobile Software Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,82,-61,Hona Furniture,d4:35:38:e3:5c:e4,-77,2437,102.61876933951974,17.920186641932933
Hona Furniture,d4:35:38:e3:5c:e3,"Beijing Xiaomi Mobile Software Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,67,-70,Hona Furniture,d4:35:38:e3:5c:e3,-88,5240,102.61876933951974,17.920186641932933
C_5G,12:9f:4f:c2:0c:68,Unknown,0,OWE,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,18,-89,C_5G,12:9f:4f:c2:0c:68,-86,5180,102.61844112209512,17.920963450273437
THANH,94:98:69:3b:28:64,zte corporation,0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:30:36.118,2024-11-07 03:37:36.671,Infrastructure,Unknown,67,-70,THANH,94:98:69:3b:28:64,-80,2417,102.61755356466496,17.923141830890952
WASECO_3B,fc:d2:b6:18:de:f1,IEEE Registration Authority,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:30:36.118,2024-11-07 03:32:20.577,Infrastructure,Unknown,38,-80,WASECO_3B,fc:d2:b6:18:de:f1,-89,2412,102.61739111968237,17.923765197657392
UNITEL SEA,24:43:e2:91:ec:81,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:48.049,2024-11-07 03:32:30.506,Infrastructure,Unknown,80,-65,UNITEL SEA,24:43:e2:91:ec:81,-68,5745,102.61755356466496,17.923141830890952
UNITEL SEA,24:43:e2:92:c1:39,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:30:48.049,2024-11-07 03:32:30.506,Infrastructure,Unknown,33,-82,UNITEL SEA,24:43:e2:92:c1:39,-89,5745,102.61755356466496,17.923141830890952
UNITEL SEA,24:43:e2:91:ec:80,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:30:48.049,2024-11-07 03:32:30.506,Infrastructure,Unknown,81,-62,UNITEL SEA,24:43:e2:91:ec:80,-87,2452,102.61755356466496,17.923141830890952
Marine,e8:f6:54:bc:f5:b8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:30:48.049,2024-11-07 03:32:30.506,Infrastructure,Unknown,75,-67,Marine,e8:f6:54:bc:f5:b8,-87,2412,102.61755356466496,17.923141830890952
Acleda bank Suanmon Branch,6c:14:6e:72:c4:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:37:11.245,Infrastructure,Unknown,62,-72,Acleda bank Suanmon Branch,6c:14:6e:72:c4:44,-76,2442,102.6188239623777,17.92028470824945
Acleda bank Suanmon Branch,6c:14:6e:72:c4:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:37:11.245,Infrastructure,Unknown,60,-73,Acleda bank Suanmon Branch,6c:14:6e:72:c4:48,-77,5745,102.61876933951974,17.920186641932933
Lihaoze,9c:2b:a6:79:8e:d8,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11n,12,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,50,-76,Lihaoze,9c:2b:a6:79:8e:d8,-81,2467,102.61860583568247,17.920562424111026
c679cb0d,50:2c:c6:79:cb:0d,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,18,-89,c679cb0d,50:2c:c6:79:cb:0d,-85,2412,102.61893142243288,17.91980986784222
Psm_vk,0c:c6:cc:fb:68:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,57,-74,Psm_vk,0c:c6:cc:fb:68:98,-65,2432,102.61902612008878,17.919775038441006
ONE RIVIERA_5G,30:5f:77:8b:68:19,"New H3C Technologies Co., Ltd",0,OWE,CCMP,802.11ac,153,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,29,-84,ONE RIVIERA_5G,30:5f:77:8b:68:19,-89,5765,102.61797635798796,17.922357244621093
ONE RIVIERA_5G,10:9f:4f:c2:0c:68,"New H3C Intelligence Terminal Co., Ltd.",0,OWE,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:18.201,2024-11-07 03:33:01.852,Infrastructure,Unknown,14,-91,ONE RIVIERA_5G,10:9f:4f:c2:0c:68,-86,5180,102.61797635798796,17.922357244621093
Somboun Moter,04:e7:95:3c:3f:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:29.890,2024-11-07 03:37:06.411,Infrastructure,Unknown,82,-61,Somboun Moter,04:e7:95:3c:3f:2c,-77,5745,102.61893142243288,17.91980986784222
Somboun Moter,04:e7:95:3c:3f:28,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:29.890,2024-11-07 03:37:06.411,Infrastructure,Unknown,84,-57,Somboun Moter,04:e7:95:3c:3f:28,-66,2437,102.61902612008878,17.919775038441006
MINI HOME,cc:29:bd:68:ad:2a,zte corporation,0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:29.890,2024-11-07 03:33:01.852,Infrastructure,Unknown,35,-81,MINI HOME,cc:29:bd:68:ad:2a,-85,2417,102.61909526602368,17.919395390923537
AS1_STORE-5G,4c:d7:c8:0e:d9:79,Unknown,0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:35.255,2024-11-07 03:36:59.624,Infrastructure,Unknown,46,-77,AS1_STORE-5G,4c:d7:c8:0e:d9:79,-82,5745,102.619488515359,17.918355858558787
coffee nana,14:46:58:e7:2f:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:35.255,2024-11-07 03:33:17.277,Infrastructure,Unknown,53,-75,coffee nana,14:46:58:e7:2f:e0,-73,5745,102.619488515359,17.918355858558787
PTV,b0:8b:92:76:06:d0,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:35.255,2024-11-07 03:36:59.624,Infrastructure,Unknown,60,-73,PTV,b0:8b:92:76:06:d0,-85,2427,102.61932637518272,17.918665852041325
MBUX 85847,b2:00:73:71:5b:cf,Unknown,0,WPA2-Personal,CCMP,802.11ac,161,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:35.255,2024-11-07 03:33:17.277,Infrastructure,Unknown,22,-87,MBUX 85847,b2:00:73:71:5b:cf,-95,5785,102.619488515359,17.918355858558787
Anousone,cc:29:bd:68:7b:e0,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:35.255,2024-11-07 03:36:59.624,Infrastructure,Unknown,88,-50,Anousone,cc:29:bd:68:7b:e0,-74,2452,102.61932637518272,17.918665852041325
KhreenixPhone-4G,2c:55:d3:27:28:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:31:35.255,2024-11-07 03:33:17.277,Infrastructure,Unknown,53,-75,KhreenixPhone-4G,2c:55:d3:27:28:a0,-81,2417,102.61937747589872,17.91881542827342
Sisomphone,64:2c:ac:d3:a0:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:35.255,2024-11-07 03:36:59.624,Infrastructure,Unknown,40,-79,Sisomphone,64:2c:ac:d3:a0:a0,-81,2412,102.61937747589872,17.91881542827342
Nok_5G,48:8e:ef:27:b4:fc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,52,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:35.255,2024-11-07 03:36:52.689,Infrastructure,Unknown,24,-86,Nok_5G,48:8e:ef:27:b4:fc,-83,5260,102.61932637518272,17.918665852041325
LOOK_LAOA_5G,0c:b6:d2:24:ef:25,D-Link International,0,WPA2-Personal,CCMP,802.11ac,52,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:47.000,2024-11-07 03:36:47.797,Infrastructure,Unknown,40,-79,LOOK_LAOA_5G,0c:b6:d2:24:ef:25,-90,5260,102.61942085112402,17.918250671035167
KHAM LA,60:e3:27:aa:7a:46,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:31:47.000,2024-11-07 03:33:29.729,Infrastructure,Unknown,40,-79,KHAM LA,60:e3:27:aa:7a:46,-88,2412,102.61942085112402,17.918250671035167
Pa_Paeng,dc:21:e2:97:86:64,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:47.000,2024-11-07 03:36:47.797,Infrastructure,Unknown,43,-78,Pa_Paeng,dc:21:e2:97:86:64,-88,5180,102.61952673842497,17.917789113043902
Pa_Paeng,dc:21:e2:97:86:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:31:47.000,2024-11-07 03:33:29.729,Infrastructure,Unknown,38,-80,Pa_Paeng,dc:21:e2:97:86:60,-80,2462,102.61952673842497,17.917789113043902
Poumpoui,98:1a:35:ca:da:24,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:47.000,2024-11-07 03:36:37.407,Infrastructure,Unknown,18,-89,Poumpoui,98:1a:35:ca:da:24,-81,5745,102.61952673842497,17.917789113043902
Manolack CTV,e8:f6:54:8b:1c:c1,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:31:47.000,2024-11-07 03:36:37.407,Infrastructure,Unknown,40,-79,Manolack CTV,e8:f6:54:8b:1c:c1,-69,5240,102.61968787778058,17.917341747314666
