SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
MEE,b8:d6:f6:44:b0:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,58:37.7,00:32.3,Infrastructure,Unknown,29,-84,MEE,b8:d6:f6:44:b0:44,-80,5745,102.54984269980008,18.029076629100736
Vong phet,f0:2f:a7:c2:73:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",58:37.7,00:32.3,Infrastructure,Unknown,24,-86,Vong phet,f0:2f:a7:c2:73:50,-88,2462,102.55062142934162,18.029059750782583
1ed381bc,f4:91:1e:d3:81:bc,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,58:42.4,00:35.8,Infrastructure,Unknown,40,-79,1ed381bc,f4:91:1e:d3:81:bc,-79,2412,102.5514692042548,18.02904341017282
Saiynueng ,5c:64:7a:63:01:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,58:46.6,00:41.2,Infrastructure,Unknown,57,-74,Saiynueng ,5c:64:7a:63:01:e0,-84,2462,102.55253740693256,18.029019755216176
ETL-WIFI,d8:59:82:36:f2:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,58:46.6,00:41.2,Infrastructure,Unknown,26,-85,ETL-WIFI,d8:59:82:36:f2:2c,-88,2447,102.5514692042548,18.02904341017282
CS,30:37:b3:bb:9e:94,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,58:46.6,00:41.2,Infrastructure,Unknown,38,-80,CS,30:37:b3:bb:9e:94,-70,2452,102.5514692042548,18.02904341017282
SMN,5c:92:5e:0c:b3:70,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,10,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",58:50.0,00:43.9,Infrastructure,Unknown,50,-76,SMN,5c:92:5e:0c:b3:70,-77,2457,102.552358358031,18.02902406894901
Saiynueng ,5c:64:7a:63:01:e5,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,58:50.0,00:48.8,Infrastructure,Unknown,18,-89,Saiynueng ,5c:64:7a:63:01:e5,-82,5180,102.55253740693256,18.029019755216176
Mee,d8:59:82:37:a8:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,58:50.0,00:47.1,Infrastructure,Unknown,65,-71,Mee,d8:59:82:37:a8:bc,-79,2422,102.55326363605631,18.0290038929899
Touk_wifi,b4:04:21:87:b9:48,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",58:50.0,00:43.9,Infrastructure,Unknown,65,-71,Touk_wifi,b4:04:21:87:b9:48,-69,2437,102.55344774848432,18.028999976200037
HUAWEI-5G-QGuF,d8:59:82:37:d8:08,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,58:50.0,00:48.8,Infrastructure,Unknown,60,-73,HUAWEI-5G-QGuF,d8:59:82:37:d8:08,-77,5180,102.55326363605631,18.0290038929899
Fery,b0:8b:92:75:2e:88,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",58:54.8,00:54.3,Infrastructure,Unknown,62,-72,Fery,b0:8b:92:75:2e:88,-72,2452,102.55326363605631,18.0290038929899
Daolounny,e8:f6:54:8a:f9:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,58:54.8,00:48.8,Infrastructure,Unknown,29,-84,Daolounny,e8:f6:54:8a:f9:44,-90,2412,102.55326363605631,18.0290038929899
SV,d8:59:82:37:d8:04,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,58:54.8,00:48.8,Infrastructure,Unknown,33,-82,SV,d8:59:82:37:d8:04,-76,2442,102.55326363605631,18.0290038929899
SLS Express,50:d4:f7:fd:0a:36,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",58:54.8,00:47.1,Infrastructure,Unknown,35,-81,SLS Express,50:d4:f7:fd:0a:36,-85,2412,102.55326363605631,18.0290038929899
Sysongkharm,64:2c:ac:d3:f3:c4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:00.3,00:59.3,Infrastructure,Unknown,40,-79,Sysongkharm,64:2c:ac:d3:f3:c4,-90,2442,102.55436944530491,18.028974560220355
Panya-5G,04:e7:95:3e:21:30,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,59:03.8,00:59.3,Infrastructure,Unknown,31,-83,Panya-5G,04:e7:95:3e:21:30,-89,5745,102.55544913916482,18.02894718854499
Panya,04:e7:95:3e:21:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:03.8,00:59.3,Infrastructure,Unknown,43,-78,Panya,04:e7:95:3e:21:2c,-74,2452,102.55526949910556,18.028951250341496
BX-B00W402110000325,32:83:98:a9:eb:07,Unknown,0,Open,,802.11g,11,0,0,"5.5,11","1,2,6,12,24,48,54,9,18,36",59:03.8,01:10.7,Infrastructure,Unknown,43,-78,BX-B00W402110000325,32:83:98:a9:eb:07,-84,2462,102.55616012972868,18.02893409467592
Ahua,64:6d:4e:33:72:cc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:12.3,01:14.8,Infrastructure,Unknown,72,-68,Ahua,64:6d:4e:33:72:cc,-83,2462,102.55687605635048,18.028922620341127
kou7,f4:28:53:f0:a4:28,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:12.3,01:08.2,Infrastructure,Unknown,38,-80,kou7,f4:28:53:f0:a4:28,-76,2462,102.55687605635048,18.028922620341127
ECME NEW,74:ac:b9:bd:96:d1,Ubiquiti Inc,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:12.3,01:08.2,Infrastructure,Unknown,29,-84,ECME NEW,74:ac:b9:bd:96:d1,-82,2412,102.55687605635048,18.028922620341127
MV79018023,6e:22:1a:7a:7c:94,Unknown,0,Open,,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:17.4,01:23.4,Infrastructure,Unknown,70,-69,MV79018023,6e:22:1a:7a:7c:94,-82,2437,102.5592062594841,18.02887011408969
SouBin,24:43:e2:73:cb:a0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",59:17.4,01:10.7,Infrastructure,Unknown,50,-76,SouBin,24:43:e2:73:cb:a0,-87,2417,102.55795055030748,18.02889838257304
NOY,ec:c0:1b:98:ab:e9,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,59:17.4,01:17.1,Infrastructure,Unknown,35,-81,NOY,ec:c0:1b:98:ab:e9,-77,5180,102.55974173634992,18.028859631134495
QIANGSHENG 2,74:39:89:a4:f1:45,Unknown,0,WPA2-Personal,CCMP,802.11ax,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:21.1,01:14.8,Infrastructure,Unknown,35,-81,QIANGSHENG 2,74:39:89:a4:f1:45,-82,2412,102.5592062594841,18.02887011408969
QIANGSHENG3,14:d8:64:97:32:19,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ax,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:21.1,01:14.8,Infrastructure,Unknown,53,-75,QIANGSHENG3,14:d8:64:97:32:19,-79,2412,102.55795055030748,18.02889838257304
Shacman-5G,04:e7:95:3d:ad:70,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,59:24.8,01:24.4,Infrastructure,Unknown,24,-86,Shacman-5G,04:e7:95:3d:ad:70,-80,5180,102.55884918403216,18.028877001485327
TP-LINK_5G_E3B4,48:7d:2e:46:e3:b6,"TP-LINK TECHNOLOGIES CO.,LTD.",0,Open,,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,59:24.8,01:20.2,Infrastructure,Unknown,35,-81,TP-LINK_5G_E3B4,48:7d:2e:46:e3:b6,-81,5745,102.55884918403216,18.028877001485327
GD3,fc:1b:d1:8c:ca:80,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,59:24.8,01:24.4,Infrastructure,Unknown,22,-87,GD3,fc:1b:d1:8c:ca:80,-83,5180,102.55992105249372,18.02885574620016
GD3,fc:1b:d1:8c:ca:7c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:24.8,01:23.4,Infrastructure,Unknown,50,-76,GD3,fc:1b:d1:8c:ca:7c,-85,2412,102.55884918403216,18.028877001485327
HT5G,c0:ff:d4:97:9a:2a,NETGEAR,0,WPA2-Personal,CCMP,802.11ac,153,0,0,"6,9,12,18,24,36,48,54",,59:29.9,01:24.4,Infrastructure,Unknown,50,-76,HT5G,c0:ff:d4:97:9a:2a,-86,5765,102.55884918403216,18.028877001485327
Bella 5G,6c:14:6e:6f:ba:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,59:29.9,01:29.4,Infrastructure,Unknown,46,-77,Bella 5G,6c:14:6e:6f:ba:6c,-88,5745,102.55974173634992,18.028859631134495
ASUS_40_5G,04:d4:c4:2c:10:44,ASUSTek COMPUTER INC.,0,WPA2-Personal,CCMP,802.11ac,157,0,0,"6,9,12,18,24,36,48,54",,59:29.9,01:24.4,Infrastructure,Unknown,43,-78,ASUS_40_5G,04:d4:c4:2c:10:44,-74,5785,102.55884918403216,18.028877001485327
Shacman,04:e7:95:3d:ad:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:29.9,01:24.4,Infrastructure,Unknown,53,-75,Shacman,04:e7:95:3d:ad:6c,-82,2442,102.55992105249372,18.02885574620016
shacmen1,a4:2b:b0:b1:57:9e,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:29.9,01:24.4,Infrastructure,Unknown,38,-80,shacmen1,a4:2b:b0:b1:57:9e,-86,2437,102.55974173634992,18.028859631134495
ST x SS Auto,b0:8b:92:76:0b:6e,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",59:29.9,01:23.4,Infrastructure,Unknown,29,-84,ST x SS Auto,b0:8b:92:76:0b:6e,-84,2427,102.55884918403216,18.028877001485327
1ebcf5eb,f4:91:1e:bc:f5:eb,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:29.9,01:23.4,Infrastructure,Unknown,24,-86,1ebcf5eb,f4:91:1e:bc:f5:eb,-88,2412,102.55974173634992,18.028859631134495
ETL-Wifi,70:c7:f2:4c:d5:58,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:38.5,01:38.0,Infrastructure,Unknown,38,-80,ETL-Wifi,70:c7:f2:4c:d5:58,-85,2462,102.56145111974485,18.02880384305982
Bella,6c:14:6e:6f:ba:68,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:38.5,01:29.4,Infrastructure,Unknown,40,-79,Bella,6c:14:6e:6f:ba:68,-78,2432,102.5606194535793,18.028837042393786
ljwwifi,34:96:72:2a:7b:68,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:38.5,01:28.4,Infrastructure,Unknown,35,-81,ljwwifi,34:96:72:2a:7b:68,-78,2412,102.56221071278672,18.02876636389574
CLB_S50_01C5,70:3a:2d:16:4d:e2,"Shenzhen V-Link Technology CO., LTD.",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:38.5,01:29.4,Infrastructure,Unknown,50,-76,CLB_S50_01C5,70:3a:2d:16:4d:e2,-93,2437,102.55974173634992,18.028859631134495
67HCK2F,2c:55:d3:fc:04:9c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",59:45.8,01:38.0,Infrastructure,Unknown,35,-81,67HCK2F,2c:55:d3:fc:04:9c,-86,2457,102.56221071278672,18.02876636389574
Jub dard Buffe 2 5G,6c:14:6e:72:da:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,59:45.8,01:38.0,Infrastructure,Unknown,29,-84,Jub dard Buffe 2 5G,6c:14:6e:72:da:98,-90,5745,102.5606194535793,18.028837042393786
UNITEL_Wifi,5c:92:5e:b7:0f:74,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",59:45.8,01:38.0,Infrastructure,Unknown,65,-71,UNITEL_Wifi,5c:92:5e:b7:0f:74,-70,2412,102.56221071278672,18.02876636389574
Son Tuoi,e8:6e:44:dd:4c:4e,zte corporation,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",59:45.8,01:38.0,Infrastructure,Unknown,29,-84,Son Tuoi,e8:6e:44:dd:4c:4e,-86,2442,102.56145111974485,18.02880384305982
HUAWEI-5G-qvS4,ec:c0:1b:98:f6:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,59:55.4,01:46.1,Infrastructure,Unknown,31,-83,HUAWEI-5G-qvS4,ec:c0:1b:98:f6:8c,-78,5180,102.5628732527526,18.028732105017905
MINO,ac:99:29:72:6c:30,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,59:55.4,01:55.2,Infrastructure,Unknown,20,-88,MINO,ac:99:29:72:6c:30,-89,5745,102.5635694103497,18.02846673531421
MINO,ac:99:29:72:6c:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:55.4,02:07.0,Infrastructure,Unknown,57,-74,MINO,ac:99:29:72:6c:2c,-84,2447,102.56362780850168,18.02769564741526
Manitavanh,ec:c0:1b:98:f6:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,59:55.4,01:45.1,Infrastructure,Unknown,35,-81,Manitavanh,ec:c0:1b:98:f6:88,-80,2432,102.5628732527526,18.028732105017905
DYXC_F15_I6e_a09c,a0:67:20:91:ec:77,China Dragon Technology Limited,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",00:01.8,01:55.2,Infrastructure,Unknown,83,-58,DYXC_F15_I6e_a09c,a0:67:20:91:ec:77,-68,2462,102.5635694103497,18.02846673531421
Khamlar,b4:04:21:87:6e:9c,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",00:01.8,01:55.2,Infrastructure,Unknown,35,-81,Khamlar,b4:04:21:87:6e:9c,-91,2427,102.563337851301,18.0286796719144
Katemany,5c:e8:83:8d:e8:3c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,00:01.8,01:55.2,Infrastructure,Unknown,24,-86,Katemany,5c:e8:83:8d:e8:3c,-85,2422,102.563337851301,18.0286796719144
YANG GANG,24:43:e2:93:03:48,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",00:07.7,02:01.2,Infrastructure,Unknown,26,-85,YANG GANG,24:43:e2:93:03:48,-88,2457,102.5636409956046,18.027460569938587
